"Date","Price","Open","High","Low","Vol.","Change %"
"01/23/2023","32.56","32.56","32.56","32.56","6.23K","0.00%"
"01/22/2023","32.56","32.56","32.56","32.56","2.20K","0.00%"
"01/19/2023","32.56","32.56","32.56","32.56","3.47K","0.00%"
"01/18/2023","32.56","32.56","32.56","32.56","5.12K","0.00%"
"01/17/2023","32.56","32.56","32.56","32.56","10.42K","0.00%"
"01/16/2023","32.56","32.56","32.56","32.56","28.21K","0.00%"
"01/15/2023","32.56","32.56","32.56","32.56","10.91K","0.00%"
"01/12/2023","32.56","32.56","32.56","32.56","1.96K","0.00%"
"01/11/2023","32.56","32.56","32.56","32.56","11.82K","0.00%"
"01/10/2023","32.56","32.56","32.56","32.56","4.05K","0.00%"
"01/09/2023","32.56","32.56","32.56","32.56","1.26K","0.00%"
"01/08/2023","32.56","32.56","32.56","32.56","1.30K","0.00%"
"01/05/2023","32.56","32.56","32.56","32.56","2.98K","0.00%"
"01/04/2023","32.56","32.56","32.56","32.56","3.21K","0.00%"
"01/03/2023","32.56","32.56","32.56","32.56","0.22K","0.00%"
"01/02/2023","32.56","32.56","32.56","32.56","0.95K","0.00%"
"01/01/2023","32.56","32.56","32.56","32.56","2.31K","0.00%"
"12/29/2022","32.56","32.56","32.56","32.56","6.31K","0.00%"
"12/28/2022","32.56","32.56","32.56","32.56","1.25K","0.00%"
"12/27/2022","32.56","32.56","32.56","32.56","6.82K","0.00%"
"12/26/2022","32.56","32.56","32.56","32.56","7.47K","0.00%"
"12/22/2022","32.56","32.56","32.56","32.56","0.33K","0.00%"
"12/21/2022","32.56","32.56","32.56","32.56","13.07K","0.00%"
"12/20/2022","32.56","32.56","32.56","32.56","4.54K","0.00%"
"12/19/2022","32.56","32.56","32.56","32.56","12.32K","0.00%"
"12/18/2022","32.56","32.56","32.56","32.56","6.15K","0.00%"
"12/15/2022","32.56","32.56","32.56","32.56","1.87K","0.00%"
"12/14/2022","32.56","32.56","32.56","32.56","1.35K","0.00%"
"12/13/2022","32.56","32.56","32.56","32.56","9.45K","0.00%"
"12/12/2022","32.56","32.56","32.56","32.56","0.69K","0.00%"
"12/11/2022","32.56","32.56","32.56","32.56","11.93K","0.00%"
"12/08/2022","32.56","32.56","32.56","32.56","0.62K","0.00%"
"12/07/2022","32.56","32.56","32.56","32.56","41.64K","0.00%"
"12/06/2022","32.56","32.56","32.56","32.56","1.05K","0.00%"
"12/05/2022","32.56","32.56","32.56","32.56","11.23K","0.00%"
"12/04/2022","32.56","32.56","32.56","32.56","68.76K","0.00%"
"12/01/2022","32.56","32.56","32.56","32.56","0.19K","0.00%"
"11/30/2022","32.56","32.56","32.56","32.56","3.23K","0.00%"
"11/29/2022","32.56","32.56","32.56","32.56","0.43K","0.00%"
"11/28/2022","32.56","32.56","32.56","32.56","0.50K","0.00%"
"11/27/2022","32.56","32.56","32.56","32.56","1.98K","0.00%"
"11/24/2022","32.56","32.56","32.56","32.56","51.20K","0.00%"
"11/23/2022","32.56","32.56","32.56","32.56","0.79K","0.00%"
"11/22/2022","32.56","32.56","32.56","32.56","6.40K","0.00%"
"11/21/2022","32.56","32.56","32.56","32.56","0.11K","0.00%"
"11/20/2022","32.56","32.56","32.56","32.56","3.71K","0.00%"
"11/17/2022","32.56","32.56","32.56","32.56","1.21K","0.00%"
"11/16/2022","32.56","32.56","32.56","32.56","3.28K","0.00%"
"11/15/2022","32.56","32.56","32.56","32.56","2.53K","0.00%"
"11/14/2022","32.56","32.56","32.56","32.56","0.86K","0.00%"
"11/13/2022","32.56","32.56","32.56","32.56","2.66K","0.00%"
"11/10/2022","32.56","32.56","32.56","32.56","2.40K","0.00%"
"11/09/2022","32.56","32.56","32.56","32.56","4.84K","0.00%"
"11/08/2022","32.56","32.56","32.56","32.56","9.43K","0.00%"
"11/07/2022","32.56","32.56","32.56","32.56","10.83K","0.00%"
"11/06/2022","32.56","32.56","32.56","32.56","18.48K","0.00%"
"11/03/2022","32.56","32.56","32.56","32.56","7.05K","0.00%"
"11/02/2022","32.56","32.56","32.56","32.56","7.75K","0.00%"
"11/01/2022","32.56","32.56","32.56","32.56","15.52K","0.00%"
"10/31/2022","32.56","32.56","32.56","32.56","12.24K","0.00%"
"10/30/2022","32.56","32.56","32.56","32.56","123.33K","0.00%"
"10/27/2022","32.56","32.56","32.56","32.56","295.74K","0.00%"
"10/26/2022","32.56","32.56","32.56","32.56","13.62K","0.00%"
"10/25/2022","32.56","32.56","32.56","32.56","1.36K","0.00%"
"10/24/2022","32.56","32.56","32.56","32.56","2.26K","0.00%"
"10/23/2022","32.56","32.56","32.56","32.56","2.23K","0.00%"
"10/20/2022","32.56","32.56","32.56","32.56","3.11K","0.00%"
"10/19/2022","32.56","32.56","32.56","32.56","10.99K","0.00%"
"10/18/2022","32.56","32.56","32.56","32.56","2.20K","0.00%"
"10/17/2022","32.56","32.56","32.56","32.56","8.57K","0.00%"
"10/16/2022","32.56","32.56","32.56","32.56","10.51K","0.00%"
"10/13/2022","32.56","32.56","32.56","32.56","90.04K","0.00%"
"10/12/2022","32.56","32.56","32.56","32.56","130.25K","0.00%"
"10/11/2022","32.56","32.56","32.56","32.56","267.13K","0.00%"
"10/10/2022","32.56","32.56","32.56","32.56","481.83K","0.00%"
"10/06/2022","32.56","32.56","32.56","32.56","28.22K","0.00%"
"10/04/2022","32.56","32.56","32.56","32.56","54.57K","0.00%"
"10/03/2022","32.56","32.56","32.56","32.56","42.10K","0.00%"
"10/02/2022","32.56","32.56","32.56","32.56","31.05K","0.00%"
"09/29/2022","32.56","32.56","32.56","32.56","13.40K","0.00%"
"09/28/2022","32.56","32.56","32.56","32.56","69.77K","0.00%"
"09/27/2022","32.56","32.56","32.56","32.56","31.42K","0.00%"
"09/26/2022","32.56","32.56","32.56","32.56","30.32K","0.00%"
"09/25/2022","32.56","32.56","32.56","32.56","713.28K","0.00%"
"09/22/2022","32.56","32.56","32.56","32.56","40.38K","0.00%"
"09/21/2022","32.56","32.56","32.56","32.56","1.31M","0.00%"
"09/20/2022","32.56","32.56","32.56","32.56","207.57K","0.00%"
"09/19/2022","32.56","32.56","32.56","32.56","71.58K","0.00%"
"09/18/2022","32.56","32.56","32.56","32.56","34.24K","0.00%"
"09/15/2022","32.56","32.56","32.56","32.56","56.77K","0.00%"
"09/14/2022","32.56","32.56","32.56","32.56","24.34K","0.00%"
"09/13/2022","32.56","32.56","32.56","32.56","71.18K","0.00%"
"09/12/2022","32.56","32.56","32.56","32.56","136.75K","0.00%"
"09/11/2022","32.56","32.56","32.56","32.56","104.39K","0.00%"
"09/08/2022","32.56","32.56","32.56","32.56","1.20M","0.00%"
"09/07/2022","32.56","32.56","32.56","32.56","187.48K","0.00%"
"09/06/2022","32.56","32.56","32.56","32.56","220.06K","0.00%"
"09/05/2022","32.56","32.56","32.56","32.56","956.09K","0.00%"
"09/04/2022","32.56","32.64","32.64","32.56","2.51M","0.00%"
"09/01/2022","32.56","32.64","32.90","32.56","4.43M","-0.26%"
"08/31/2022","32.64","32.56","32.81","32.56","8.00M","0.26%"
"08/30/2022","32.56","32.56","32.56","32.56","1.83M","0.00%"
"08/29/2022","32.56","32.64","32.98","32.56","2.83M","0.00%"
"08/28/2022","32.56","32.56","32.90","32.56","4.01M","0.00%"
"08/25/2022","32.56","32.56","32.56","32.56","1.20M","0.00%"
"08/24/2022","32.56","32.90","32.90","32.56","2.48M","-0.77%"
"08/23/2022","32.81","32.90","32.98","32.73","1.87M","-0.51%"
"08/22/2022","32.98","32.98","32.98","32.81","1.55M","0.00%"
"08/21/2022","32.98","33.32","33.40","32.90","268.01K","0.26%"
"08/17/2022","32.90","32.98","33.15","32.81","407.91K","-0.26%"
"08/16/2022","32.98","33.57","33.57","32.90","567.91K","-0.76%"
"08/14/2022","33.23","32.98","33.40","32.90","103.39K","1.03%"
"08/11/2022","32.90","32.98","33.32","32.81","158.37K","-1.52%"
"08/10/2022","33.40","33.66","33.66","32.81","1.59M","0.77%"
"08/08/2022","33.15","33.40","33.57","32.98","1.16M","-0.76%"
"08/07/2022","33.40","32.56","33.74","32.56","337.91K","-1.25%"
"08/04/2022","33.83","34.33","34.50","33.49","864.31K","0.25%"
"08/03/2022","33.74","33.74","34.42","33.32","1.93M","1.27%"
"08/02/2022","33.32","32.81","33.40","32.81","715.27K","1.55%"
"08/01/2022","32.81","32.90","33.07","32.73","262.14K","0.52%"
"07/31/2022","32.64","32.64","32.90","32.56","464.39K","1.85%"
"07/28/2022","32.05","32.05","32.47","31.97","543.35K","-1.56%"
"07/27/2022","32.56","32.98","32.98","32.56","322.18K","-1.79%"
"07/26/2022","33.15","32.98","33.66","32.98","969.67K","0.77%"
"07/25/2022","32.90","32.05","33.07","32.05","449.61K","1.83%"
"07/24/2022","32.30","32.73","32.73","32.05","314.88K","-1.04%"
"07/21/2022","32.64","32.56","32.90","32.14","799.20K","2.12%"
"07/20/2022","31.97","31.97","33.40","31.71","658.66K","-0.53%"
"07/19/2022","32.14","31.71","32.22","31.54","1.16M","0.00%"
"07/18/2022","32.14","32.39","32.56","32.14","604.19K","-1.81%"
"07/17/2022","32.73","32.98","33.23","32.56","397.27K","-0.51%"
"07/14/2022","32.90","32.98","32.98","32.14","1.14M","1.04%"
"07/13/2022","32.56","33.74","33.74","32.39","865.41K","-0.52%"
"07/12/2022","32.73","32.98","32.98","32.47","713.97K","-0.77%"
"07/07/2022","32.98","33.66","33.66","32.73","645.90K","-0.76%"
"07/06/2022","33.23","34.08","34.08","33.23","2.12M","-2.00%"
"07/05/2022","33.91","33.91","34.16","33.74","2.12M","0.25%"
"07/04/2022","33.83","34.00","34.16","33.74","826.76K","-1.72%"
"07/03/2022","34.42","34.67","34.67","34.42","516.74K","-1.93%"
"06/30/2022","35.10","35.35","35.35","34.84","2.50M","-0.24%"
"06/29/2022","35.18","34.33","35.43","34.33","2.10M","2.72%"
"06/28/2022","34.25","33.49","34.59","33.49","3.01M","2.27%"
"06/27/2022","33.49","32.90","33.66","32.81","1.86M","2.06%"
"06/26/2022","32.81","32.98","33.07","32.64","621.63K","1.04%"
"06/23/2022","32.47","32.56","33.32","32.30","1.75M","0.79%"
"06/22/2022","32.22","33.49","33.49","32.22","3.46M","-1.80%"
"06/21/2022","32.81","32.98","33.15","32.73","2.98M","-1.52%"
"06/20/2022","33.32","34.25","34.25","33.32","1.07M","-1.99%"
"06/19/2022","34.00","35.52","35.52","34.00","773.17K","-1.71%"
"06/16/2022","34.59","35.43","35.52","34.59","4.84M","-1.92%"
"06/15/2022","35.26","35.35","35.77","35.18","1.14M","-0.48%"
"06/14/2022","35.43","35.77","35.94","35.10","1.36M","0.00%"
"06/13/2022","35.43","35.69","35.69","35.35","1.91M","-1.41%"
"06/12/2022","35.94","36.45","36.53","35.86","1.15M","-1.62%"
"06/09/2022","36.53","36.36","37.21","36.28","3.92M","0.70%"
"06/08/2022","36.28","36.11","36.79","35.86","3.44M","1.18%"
"06/07/2022","35.86","35.18","36.36","35.01","3.29M","2.66%"
"06/06/2022","34.93","34.67","35.43","34.59","5.28M","0.73%"
"06/05/2022","34.67","34.16","35.35","34.16","1.19M","2.50%"
"06/02/2022","33.83","34.16","34.25","33.74","1.80M","-0.74%"
"06/01/2022","34.08","35.26","35.26","34.08","1.24M","-1.95%"
"05/31/2022","34.76","35.18","35.18","34.67","572.08K","-0.72%"
"05/30/2022","35.01","34.59","35.52","34.42","2.98M","1.22%"
"05/29/2022","34.59","35.10","35.52","34.25","526.40K","1.49%"
"05/26/2022","34.08","34.50","34.50","33.83","1.20M","-1.23%"
"05/25/2022","34.50","34.67","35.26","34.00","744.75K","-2.16%"
"05/24/2022","35.26","35.52","35.77","34.59","3.63M","-0.71%"
"05/23/2022","35.52","36.36","36.62","35.26","2.48M","-0.94%"
"05/22/2022","35.86","36.96","36.96","35.43","208.03K","-2.97%"
"05/19/2022","36.96","37.46","37.97","36.79","988.25K","-2.02%"
"05/18/2022","37.72","37.29","38.22","37.29","575.42K","-0.22%"
"05/17/2022","37.80","37.72","38.73","37.12","405.37K","1.13%"
"05/16/2022","37.38","37.29","37.72","37.12","3.51M","0.00%"
"05/12/2022","37.38","37.89","37.97","37.12","784.48K","-1.56%"
"05/11/2022","37.97","38.48","38.48","37.89","1.10M","-1.10%"
"05/10/2022","38.39","38.48","38.73","38.14","1.20M","-0.22%"
"05/09/2022","38.48","38.90","38.90","38.39","436.23K","-0.66%"
"05/08/2022","38.73","39.32","39.32","38.73","167.97K","-0.43%"
"05/05/2022","38.90","38.48","39.24","38.48","1.18M","-9.09%"
"04/28/2022","42.79","43.53","43.53","42.60","683.82K","-0.86%"
"04/27/2022","43.16","43.07","43.35","42.79","1.19M","0.22%"
"04/26/2022","43.07","43.44","43.44","42.70","1.04M","0.00%"
